Name,JIF,Category,Keywords,Publisher
PHOTOSYNTHESIS RESEARCH,2.9,PLANT SCIENCES|Q2|77/265,"['PHOTOSYNTHESIS', 'RESEARCH', 'PLANT', 'SCIENCES|Q2|77/265']",Springer
PLoS One,2.9,MULTIDISCIPLINARY SCIENCES|Q1|31/134,"['PLoS', 'One', 'MULTIDISCIPLINARY', 'SCIENCES|Q1|31/134']",Public Library Of Science
GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,2.9,GEOCHEMISTRY & GEOPHYSICS|Q2|26/101,"['GEOCHEMISTRY', 'GEOPHYSICS', 'GEOSYSTEMS', 'GEOCHEMISTRY', 'GEOPHYSICS|Q2|26/101']",American Geophysical Union
JOURNAL OF BIOLOGICAL RHYTHMS,2.9,PHYSIOLOGY|Q2|27/85,"['JOURNAL', 'BIOLOGICAL', 'RHYTHMS', 'PHYSIOLOGY|Q2|27/85']",Sage Publications
Quantitative Imaging in Medicine and Surgery,2.9,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q2|60/204","['Quantitative', 'Imaging', 'Medicine', 'Surgery', 'RADIOLOGY', 'NUCLEAR', 'MEDICINE', 'MEDICAL', 'IMAGING|Q2|60/204']",Ame Publishing Company
JOURNAL OF COMPOSITES FOR CONSTRUCTION,2.9,MECHANICS|Q2|51/170,"['JOURNAL', 'COMPOSITES', 'CONSTRUCTION', 'MECHANICS|Q2|51/170']",American Society Of Civil Engineers
JOURNAL OF MECHANICAL DESIGN,2.9,"ENGINEERING, MECHANICAL|Q2|53/180","['JOURNAL', 'MECHANICAL', 'DESIGN', 'ENGINEERING', 'MECHANICAL|Q2|53/180']",American Society Of Mechanical Engineers
CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,2.9,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|128/403","['CANADIAN', 'JOURNAL', 'PUBLIC', 'HEALTH-REVUE', 'CANADIENNE', 'DE', 'SANTE', 'PUBLIQUE', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q2|128/403']",Canadian Public Health Association
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES,2.9,PHARMACOLOGY & PHARMACY|Q2|147/354,"['JOURNAL', 'PHARMACY', 'PHARMACEUTICAL', 'SCIENCES', 'PHARMACOLOGY', 'PHARMACY|Q2|147/354']",Canadian Society For Pharmaceutical Sciences
PHARMACOTHERAPY,2.9,PHARMACOLOGY & PHARMACY|Q2|147/354,"['PHARMACOTHERAPY', 'PHARMACOLOGY', 'PHARMACY|Q2|147/354']",Harvey Whitney Books Company
Current Research in Toxicology,2.9,TOXICOLOGY|Q2|49/106,"['Current', 'Research', 'Toxicology', 'TOXICOLOGY|Q2|49/106']",Elsevier
NEUROLOGIA,2.9,CLINICAL NEUROLOGY|Q2|99/277,"['NEUROLOGIA', 'CLINICAL', 'NEUROLOGY|Q2|99/277']",Elsevier
PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,2.9,MULTIDISCIPLINARY SCIENCES|Q1|31/134,"['PROCEEDINGS', 'ROYAL', 'SOCIETY', 'A-MATHEMATICAL', 'PHYSICAL', 'ENGINEERING', 'SCIENCES', 'MULTIDISCIPLINARY', 'SCIENCES|Q1|31/134']",Royal Society
Rheumatology and Therapy,2.9,RHEUMATOLOGY|Q2|20/57,"['Rheumatology', 'Therapy', 'RHEUMATOLOGY|Q2|20/57']",Springer
ACR Open Rheumatology,2.9,RHEUMATOLOGY|Q2|20/57,"['ACR', 'Open', 'Rheumatology', 'RHEUMATOLOGY|Q2|20/57']",American College Of Rheumatology
CELLS TISSUES ORGANS,2.9,DEVELOPMENTAL BIOLOGY|Q2|12/39,"['CELLS', 'TISSUES', 'ORGANS', 'DEVELOPMENTAL', 'BIOLOGY|Q2|12/39']",Karger
CLIMACTERIC,2.9,OBSTETRICS & GYNECOLOGY|Q1|30/136,"['CLIMACTERIC', 'OBSTETRICS', 'GYNECOLOGY|Q1|30/136']",Taylor & Francis
International Journal of Applied Mechanics,2.9,MECHANICS|Q2|51/170,"['International', 'Journal', 'Applied', 'Mechanics', 'MECHANICS|Q2|51/170']",World Scientific Publishing
International Journal of Disaster Risk Science,2.9,WATER RESOURCES|Q2|44/127,"['International', 'Journal', 'Disaster', 'Risk', 'Science', 'WATER', 'RESOURCES|Q2|44/127']",Beijing Normal University
SEMINARS IN DIAGNOSTIC PATHOLOGY,2.9,PATHOLOGY|Q2|28/88,"['SEMINARS', 'DIAGNOSTIC', 'PATHOLOGY', 'PATHOLOGY|Q2|28/88']",Elsevier
Facets,2.9,MULTIDISCIPLINARY SCIENCES|Q1|31/134,"['Facets', 'MULTIDISCIPLINARY', 'SCIENCES|Q1|31/134']",University Of Chicago Press
JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS,2.9,"PHYSICS, APPLIED|Q2|68/179","['JOURNAL', 'NONLINEAR', 'OPTICAL', 'PHYSICS', 'MATERIALS', 'PHYSICS', 'APPLIED|Q2|68/179']",World Scientific Publishing
NEUROTOXICITY RESEARCH,2.9,NEUROSCIENCES|Q2|143/310,"['NEUROTOXICITY', 'RESEARCH', 'NEUROSCIENCES|Q2|143/310']",Springer
CLINICAL DRUG INVESTIGATION,2.9,PHARMACOLOGY & PHARMACY|Q2|147/354,"['CLINICAL', 'DRUG', 'INVESTIGATION', 'PHARMACOLOGY', 'PHARMACY|Q2|147/354']",Adis
Journal of Occupational Medicine and Toxicology,2.9,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|128/403","['Journal', 'Occupational', 'Medicine', 'Toxicology', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q2|128/403']",Biomed Central
MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES,2.9,MECHANICS|Q2|51/170,"['MECHANICS', 'BASED', 'DESIGN', 'STRUCTURES', 'MACHINES', 'MECHANICS|Q2|51/170']",Taylor & Francis
Quaternary Science Advances,2.9,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|80/253","['Quaternary', 'Science', 'Advances', 'GEOSCIENCES', 'MULTIDISCIPLINARY|Q2|80/253']",Elsevier
ACTA NEUROLOGICA SCANDINAVICA,2.9,CLINICAL NEUROLOGY|Q2|99/277,"['ACTA', 'NEUROLOGICA', 'SCANDINAVICA', 'CLINICAL', 'NEUROLOGY|Q2|99/277']",Wiley
JOURNAL OF NEUROSCIENCE RESEARCH,2.9,NEUROSCIENCES|Q2|143/310,"['JOURNAL', 'NEUROSCIENCE', 'RESEARCH', 'NEUROSCIENCES|Q2|143/310']",Wiley
JOURNAL OF REPRODUCTIVE IMMUNOLOGY,2.9,REPRODUCTIVE BIOLOGY|Q2|14/39,"['JOURNAL', 'REPRODUCTIVE', 'IMMUNOLOGY', 'REPRODUCTIVE', 'BIOLOGY|Q2|14/39']",Elsevier
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,2.9,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q1|25/135","['MATCH-COMMUNICATIONS', 'MATHEMATICAL', 'COMPUTER', 'CHEMISTRY', 'MATHEMATICS', 'INTERDISCIPLINARY', 'APPLICATIONS|Q1|25/135']",University Of Kragujevac & Faculty Of Science Kragujevac
Plant Reproduction,2.9,REPRODUCTIVE BIOLOGY|Q2|14/39,"['Plant', 'Reproduction', 'REPRODUCTIVE', 'BIOLOGY|Q2|14/39']",Springer
CLINICAL RHEUMATOLOGY,2.9,RHEUMATOLOGY|Q2|20/57,"['CLINICAL', 'RHEUMATOLOGY', 'RHEUMATOLOGY|Q2|20/57']",Springer
FINANCIAL MANAGEMENT,2.9,"BUSINESS, FINANCE|Q2|63/231","['FINANCIAL', 'MANAGEMENT', 'BUSINESS', 'FINANCE|Q2|63/231']",Wiley
Geographical Research,2.9,GEOGRAPHY|Q1|28/171,"['Geographical', 'Research', 'GEOGRAPHY|Q1|28/171']",Wiley
JOURNAL OF COMMUNICATIONS AND NETWORKS,2.9,TELECOMMUNICATIONS|Q2|58/119,"['JOURNAL', 'COMMUNICATIONS', 'NETWORKS', 'TELECOMMUNICATIONS|Q2|58/119']",Korean Institute Of Communications And Information Sciences
Mobilities,2.9,TRANSPORTATION|Q3|32/57,"['Mobilities', 'TRANSPORTATION|Q3|32/57']",Taylor & Francis
RESEARCH EVALUATION,2.9,INFORMATION SCIENCE & LIBRARY SCIENCE|Q1|38/160,"['RESEARCH', 'EVALUATION', 'INFORMATION', 'SCIENCE', 'LIBRARY', 'SCIENCE|Q1|38/160']",Elsevier
Biophysics Reviews,2.9,BIOPHYSICS|Q2|31/77,"['Biophysics', 'Reviews', 'BIOPHYSICS|Q2|31/77']",Springer
Infection and Drug Resistance,2.9,PHARMACOLOGY & PHARMACY|Q2|147/354,"['Infection', 'Drug', 'Resistance', 'PHARMACOLOGY', 'PHARMACY|Q2|147/354']",Dove Medical Press
JOURNAL OF BUSINESS & ECONOMIC STATISTICS,2.9,STATISTICS & PROBABILITY|Q1|19/168,"['JOURNAL', 'BUSINESS', 'ECONOMIC', 'STATISTICS', 'STATISTICS', 'PROBABILITY|Q1|19/168']",Taylor & Francis
Journal of Physical Activity & Health,2.9,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|128/403","['Journal', 'Physical', 'Activity', 'Health', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q2|128/403']",Human Kinetics
MICROVASCULAR RESEARCH,2.9,PERIPHERAL VASCULAR DISEASE|Q2|30/96,"['MICROVASCULAR', 'RESEARCH', 'PERIPHERAL', 'VASCULAR', 'DISEASE|Q2|30/96']",Elsevier
NEUROSCIENCE,2.9,NEUROSCIENCES|Q2|143/310,"['NEUROSCIENCE', 'NEUROSCIENCES|Q2|143/310']",Elsevier
ORGANIC & BIOMOLECULAR CHEMISTRY,2.9,"CHEMISTRY, ORGANIC|Q1|13/58","['ORGANIC', 'BIOMOLECULAR', 'CHEMISTRY', 'CHEMISTRY', 'ORGANIC|Q1|13/58']",Royal Society Of Chemistry
BMC BIOINFORMATICS,2.9,MATHEMATICAL & COMPUTATIONAL BIOLOGY|Q1|16/65,"['BMC', 'BIOINFORMATICS', 'MATHEMATICAL', 'COMPUTATIONAL', 'BIOLOGY|Q1|16/65']",Biomed Central
HUMAN PERFORMANCE,2.9,"PSYCHOLOGY, APPLIED|Q2|41/113","['HUMAN', 'PERFORMANCE', 'PSYCHOLOGY', 'APPLIED|Q2|41/113']",Sage Publications
Journal of Mental Health,2.9,"PSYCHOLOGY, CLINICAL|Q1|43/180","['Journal', 'Mental', 'Health', 'PSYCHOLOGY', 'CLINICAL|Q1|43/180']",Taylor & Francis
Japanese Journal of Radiology,2.9,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q2|60/204","['Japanese', 'Journal', 'Radiology', 'RADIOLOGY', 'NUCLEAR', 'MEDICINE', 'MEDICAL', 'IMAGING|Q2|60/204']",Elsevier
JOURNAL OF DIABETES AND ITS COMPLICATIONS,2.9,ENDOCRINOLOGY & METABOLISM|Q3|94/186,"['JOURNAL', 'DIABETES', 'ITS', 'COMPLICATIONS', 'ENDOCRINOLOGY', 'METABOLISM|Q3|94/186']",Elsevier
PHARMACOGENOMICS JOURNAL,2.9,PHARMACOLOGY & PHARMACY|Q2|147/354,"['PHARMACOGENOMICS', 'JOURNAL', 'PHARMACOLOGY', 'PHARMACY|Q2|147/354']",Nature Publishing Group
PHARMACOLOGY,2.9,PHARMACOLOGY & PHARMACY|Q2|147/354,"['PHARMACOLOGY', 'PHARMACOLOGY', 'PHARMACY|Q2|147/354']",Elsevier
ACS Chemical Health & Safety,2.9,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|128/403","['ACS', 'Chemical', 'Health', 'Safety', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q2|128/403']",Acs Publications
Air Quality Atmosphere and Health,2.9,ENVIRONMENTAL SCIENCES|Q3|185/358,"['Air', 'Quality', 'Atmosphere', 'Health', 'ENVIRONMENTAL', 'SCIENCES|Q3|185/358']",Springer
AMERICAN JOURNAL OF THERAPEUTICS,2.9,PHARMACOLOGY & PHARMACY|Q2|147/354,"['AMERICAN', 'JOURNAL', 'THERAPEUTICS', 'PHARMACOLOGY', 'PHARMACY|Q2|147/354']",Lippincott Williams & Wilkins
CLINICAL GENETICS,2.9,GENETICS & HEREDITY|Q2|81/191,"['CLINICAL', 'GENETICS', 'GENETICS', 'HEREDITY|Q2|81/191']",Wiley
IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS,2.9,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q2|143/352","['IEEE', 'MICROWAVE', 'WIRELESS', 'COMPONENTS', 'LETTERS', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q2|143/352']",Ieee
Minerva Anestesiologica,2.9,CRITICAL CARE MEDICINE|Q2|19/54,"['Minerva', 'Anestesiologica', 'CRITICAL', 'CARE', 'MEDICINE|Q2|19/54']",Springer
Pharmacology Research & Perspectives,2.9,PHARMACOLOGY & PHARMACY|Q2|147/354,"['Pharmacology', 'Research', 'Perspectives', 'PHARMACOLOGY', 'PHARMACY|Q2|147/354']",Wiley
Social Responsibility Journal,2.9,MANAGEMENT|Q2|185/401,"['Social', 'Responsibility', 'Journal', 'MANAGEMENT|Q2|185/401']",Emerald
DIGITAL SIGNAL PROCESSING,2.9,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q2|143/352","['DIGITAL', 'SIGNAL', 'PROCESSING', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q2|143/352']",Elsevier
GROWTH AND CHANGE,2.9,REGIONAL & URBAN PLANNING|Q2|16/54,"['GROWTH', 'CHANGE', 'REGIONAL', 'URBAN', 'PLANNING|Q2|16/54']",Wiley
JOURNAL OF EXPERIMENTAL EDUCATION,2.9,"PSYCHOLOGY, EDUCATIONAL|Q2|21/74","['JOURNAL', 'EXPERIMENTAL', 'EDUCATION', 'PSYCHOLOGY', 'EDUCATIONAL|Q2|21/74']",Taylor & Francis
Cancer Medicine,2.9,ONCOLOGY|Q2|151/322,"['Cancer', 'Medicine', 'ONCOLOGY|Q2|151/322']",Wiley
Earth and Space Science,2.9,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|80/253","['Earth', 'Space', 'Science', 'GEOSCIENCES', 'MULTIDISCIPLINARY|Q2|80/253']",American Geophysical Union
Epigenetics,2.9,GENETICS & HEREDITY|Q2|81/191,"['Epigenetics', 'GENETICS', 'HEREDITY|Q2|81/191']",Taylor & Francis
IEEE TRANSACTIONS ON ELECTRON DEVICES,2.9,"PHYSICS, APPLIED|Q2|68/179","['IEEE', 'TRANSACTIONS', 'ELECTRON', 'DEVICES', 'PHYSICS', 'APPLIED|Q2|68/179']",Ieee
IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,2.9,TOXICOLOGY|Q2|49/106,"['IMMUNOPHARMACOLOGY', 'IMMUNOTOXICOLOGY', 'TOXICOLOGY|Q2|49/106']",Taylor & Francis
INTERNATIONAL JOURNAL OF URBAN SCIENCES,2.9,URBAN STUDIES|Q1|15/77,"['INTERNATIONAL', 'JOURNAL', 'URBAN', 'SCIENCES', 'URBAN', 'STUDIES|Q1|15/77']",Taylor & Francis
TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,2.9,MANAGEMENT|Q2|185/401,"['TECHNOLOGY', 'ANALYSIS', 'STRATEGIC', 'MANAGEMENT', 'MANAGEMENT|Q2|185/401']",Taylor & Francis
ACS Earth and Space Chemistry,2.9,GEOCHEMISTRY & GEOPHYSICS|Q2|26/101,"['ACS', 'Earth', 'Space', 'Chemistry', 'GEOCHEMISTRY', 'GEOPHYSICS|Q2|26/101']",Acs Publications
Journal of Environmental Policy & Planning,2.9,REGIONAL & URBAN PLANNING|Q2|16/54,"['Journal', 'Environmental', 'Policy', 'Planning', 'REGIONAL', 'URBAN', 'PLANNING|Q2|16/54']",Taylor & Francis
MEDICAL PRINCIPLES AND PRACTICE,2.9,"MEDICINE, GENERAL & INTERNAL|Q1|64/325","['MEDICAL', 'PRINCIPLES', 'PRACTICE', 'MEDICINE', 'GENERAL', 'INTERNAL|Q1|64/325']",Karger
Soil Systems,2.9,SOIL SCIENCE|Q2|20/49,"['Soil', 'Systems', 'SOIL', 'SCIENCE|Q2|20/49']",Mdpi
ANNALES D ENDOCRINOLOGIE,2.9,ENDOCRINOLOGY & METABOLISM|Q3|94/186,"['ANNALES', 'D', 'ENDOCRINOLOGIE', 'ENDOCRINOLOGY', 'METABOLISM|Q3|94/186']",Elsevier
GASTROENTEROLOGY CLINICS OF NORTH AMERICA,2.9,GASTROENTEROLOGY & HEPATOLOGY|Q2|58/143,"['GASTROENTEROLOGY', 'CLINICS', 'NORTH', 'AMERICA', 'GASTROENTEROLOGY', 'HEPATOLOGY|Q2|58/143']",Elsevier
Journal of Food Measurement and Characterization,2.9,FOOD SCIENCE & TECHNOLOGY|Q2|77/173,"['Journal', 'Food', 'Measurement', 'Characterization', 'FOOD', 'SCIENCE', 'TECHNOLOGY|Q2|77/173']",Springer
JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,2.9,PSYCHIATRY|Q2|98/276,"['JOURNAL', 'GERIATRIC', 'PSYCHIATRY', 'NEUROLOGY', 'PSYCHIATRY|Q2|98/276']",Sage Publications
PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2.9,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL|Q1|9/40","['PHYSICAL', 'CHEMISTRY', 'CHEMICAL', 'PHYSICS', 'PHYSICS', 'ATOMIC', 'MOLECULAR', 'CHEMICAL|Q1|9/40']",Royal Society Of Chemistry
Spanish Journal of Psychology,2.9,"PSYCHOLOGY, MULTIDISCIPLINARY|Q1|46/218","['Spanish', 'Journal', 'Psychology', 'PSYCHOLOGY', 'MULTIDISCIPLINARY|Q1|46/218']",Elsevier
Acta Metallurgica Sinica-English Letters,2.9,METALLURGY & METALLURGICAL ENGINEERING|Q2|23/90,"['Acta', 'Metallurgica', 'Sinica-English', 'Letters', 'METALLURGY', 'METALLURGICAL', 'ENGINEERING|Q2|23/90']",Elsevier
Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity,2.9,PSYCHIATRY|Q2|98/276,"['Eating', 'Weight', 'Disorders-Studies', 'Anorexia', 'Bulimia', 'Obesity', 'PSYCHIATRY|Q2|98/276']",Taylor & Francis
Robotics,2.9,ROBOTICS|Q2|23/46,"['Robotics', 'ROBOTICS|Q2|23/46']",Mdpi
Cancer Prevention Research,2.9,ONCOLOGY|Q2|151/322,"['Cancer', 'Prevention', 'Research', 'ONCOLOGY|Q2|151/322']",American Association For Cancer Research
Expert Review of Respiratory Medicine,2.9,RESPIRATORY SYSTEM|Q2|38/100,"['Expert', 'Review', 'Respiratory', 'Medicine', 'RESPIRATORY', 'SYSTEM|Q2|38/100']",Taylor & Francis
Frontiers of Structural and Civil Engineering,2.9,"ENGINEERING, CIVIL|Q2|60/181","['Frontiers', 'Structural', 'Civil', 'Engineering', 'ENGINEERING', 'CIVIL|Q2|60/181']",Higher Education Press
Journal of Financial Services Marketing,2.9,BUSINESS|Q2|140/302,"['Journal', 'Financial', 'Services', 'Marketing', 'BUSINESS|Q2|140/302']",Palgrave Macmillan
Plasma Processes and Polymers,2.9,POLYMER SCIENCE|Q2|42/94,"['Plasma', 'Processes', 'Polymers', 'POLYMER', 'SCIENCE|Q2|42/94']",Wiley
Strategy Science,2.9,MANAGEMENT|Q2|185/401,"['Strategy', 'Science', 'MANAGEMENT|Q2|185/401']",Elsevier
Clinical Breast Cancer,2.9,ONCOLOGY|Q2|151/322,"['Clinical', 'Breast', 'Cancer', 'ONCOLOGY|Q2|151/322']",Elsevier
Journal of Clinical Neurology,2.9,CLINICAL NEUROLOGY|Q2|99/277,"['Journal', 'Clinical', 'Neurology', 'CLINICAL', 'NEUROLOGY|Q2|99/277']",Korean Neurological Association
JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,2.9,INFORMATION SCIENCE & LIBRARY SCIENCE|Q1|38/160,"['JOURNAL', 'MEDICAL', 'LIBRARY', 'ASSOCIATION', 'INFORMATION', 'SCIENCE', 'LIBRARY', 'SCIENCE|Q1|38/160']",Medical Library Association
Nano Communication Networks,2.9,TELECOMMUNICATIONS|Q2|58/119,"['Nano', 'Communication', 'Networks', 'TELECOMMUNICATIONS|Q2|58/119']",Elsevier
Neurologia i Neurochirurgia Polska,2.9,CLINICAL NEUROLOGY|Q2|99/277,"['Neurologia', 'i', 'Neurochirurgia', 'Polska', 'CLINICAL', 'NEUROLOGY|Q2|99/277']",Termedia Publishing House
Advanced Theory and Simulations,2.9,MULTIDISCIPLINARY SCIENCES|Q1|31/134,"['Advanced', 'Theory', 'Simulations', 'MULTIDISCIPLINARY', 'SCIENCES|Q1|31/134']",Wiley
BEHAVIOUR & INFORMATION TECHNOLOGY,2.9,ERGONOMICS|Q2|7/24,"['BEHAVIOUR', 'INFORMATION', 'TECHNOLOGY', 'ERGONOMICS|Q2|7/24']",Taylor & Francis
IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,2.9,"PHYSICS, APPLIED|Q2|68/179","['IEEE', 'TRANSACTIONS', 'DIELECTRICS', 'ELECTRICAL', 'INSULATION', 'PHYSICS', 'APPLIED|Q2|68/179']",Ieee
INTEGRATIVE CANCER THERAPIES,2.9,ONCOLOGY|Q2|151/322,"['INTEGRATIVE', 'CANCER', 'THERAPIES', 'ONCOLOGY|Q2|151/322']",Sage Publications
JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY,2.9,PSYCHIATRY|Q2|98/276,"['JOURNAL', 'CLINICAL', 'PSYCHOPHARMACOLOGY', 'PSYCHIATRY|Q2|98/276']",Lippincott Williams & Wilkins
Advances in Aerodynamics,2.9,"PHYSICS, FLUIDS & PLASMAS|Q1|7/40","['Advances', 'Aerodynamics', 'PHYSICS', 'FLUIDS', 'PLASMAS|Q1|7/40']",Hindawi
Clinical Nutrition ESPEN,2.9,NUTRITION & DIETETICS|Q3|59/114,"['Clinical', 'Nutrition', 'ESPEN', 'NUTRITION', 'DIETETICS|Q3|59/114']",Elsevier
Geothermal Energy,2.9,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|80/253","['Geothermal', 'Energy', 'GEOSCIENCES', 'MULTIDISCIPLINARY|Q2|80/253']",Springer
International Journal of Disclosure and Governance,2.9,MANAGEMENT|Q2|185/401,"['International', 'Journal', 'Disclosure', 'Governance', 'MANAGEMENT|Q2|185/401']",Inderscience Publishers
MICROSCOPY AND MICROANALYSIS,2.9,MICROSCOPY|Q1|1/8,"['MICROSCOPY', 'MICROANALYSIS', 'MICROSCOPY|Q1|1/8']",Cambridge University Press
TRIBOLOGY LETTERS,2.9,"ENGINEERING, MECHANICAL|Q2|53/180","['TRIBOLOGY', 'LETTERS', 'ENGINEERING', 'MECHANICAL|Q2|53/180']",Springer
Metallomics,2.9,BIOCHEMISTRY & MOLECULAR BIOLOGY|Q3|178/313,"['Metallomics', 'BIOCHEMISTRY', 'MOLECULAR', 'BIOLOGY|Q3|178/313']",Royal Society Of Chemistry
Soft Matter,2.9,POLYMER SCIENCE|Q2|42/94,"['Soft', 'Matter', 'POLYMER', 'SCIENCE|Q2|42/94']",Royal Society Of Chemistry
Clinics in Liver Disease,2.9,GASTROENTEROLOGY & HEPATOLOGY|Q2|58/143,"['Clinics', 'Liver', 'Disease', 'GASTROENTEROLOGY', 'HEPATOLOGY|Q2|58/143']",Elsevier
Frontiers in Robotics and AI,2.9,ROBOTICS|Q2|23/46,"['Frontiers', 'Robotics', 'AI', 'ROBOTICS|Q2|23/46']",Frontiers Media Sa
Journal of Cardiovascular Medicine,2.9,CARDIAC & CARDIOVASCULAR SYSTEMS|Q2|77/220,"['Journal', 'Cardiovascular', 'Medicine', 'CARDIAC', 'CARDIOVASCULAR', 'SYSTEMS|Q2|77/220']",Wiley
INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE,2.9,PSYCHIATRY|Q2|98/276,"['INTERNATIONAL', 'JOURNAL', 'PSYCHIATRY', 'CLINICAL', 'PRACTICE', 'PSYCHIATRY|Q2|98/276']",Taylor & Francis
JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,2.9,INFECTIOUS DISEASES|Q2|58/132,"['JAIDS-JOURNAL', 'ACQUIRED', 'IMMUNE', 'DEFICIENCY', 'SYNDROMES', 'INFECTIOUS', 'DISEASES|Q2|58/132']",Lippincott Williams & Wilkins
Journal of Entrepreneurship in Emerging Economies,2.9,BUSINESS|Q2|140/302,"['Journal', 'Entrepreneurship', 'Emerging', 'Economies', 'BUSINESS|Q2|140/302']",Taylor & Francis
JOURNAL OF NEUROIMMUNOLOGY,2.9,NEUROSCIENCES|Q2|143/310,"['JOURNAL', 'NEUROIMMUNOLOGY', 'NEUROSCIENCES|Q2|143/310']",Elsevier
PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,2.9,ENDOCRINOLOGY & METABOLISM|Q3|94/186,"['PROSTAGLANDINS', 'LEUKOTRIENES', 'ESSENTIAL', 'FATTY', 'ACIDS', 'ENDOCRINOLOGY', 'METABOLISM|Q3|94/186']",Elsevier
Snippets,2.9,LANGUAGE & LINGUISTICS|N/A|N/A,"['Snippets', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Elsevier
CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,2.9,CLINICAL NEUROLOGY|Q2|99/277,"['CANADIAN', 'JOURNAL', 'NEUROLOGICAL', 'SCIENCES', 'CLINICAL', 'NEUROLOGY|Q2|99/277']",Cambridge University Press
Diseases,2.9,"MEDICINE, RESEARCH & EXPERIMENTAL|Q2|91/189","['Diseases', 'MEDICINE', 'RESEARCH', 'EXPERIMENTAL|Q2|91/189']",Mdpi
IEEE Open Journal of Signal Processing,2.9,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q2|143/352","['IEEE', 'Open', 'Journal', 'Signal', 'Processing', 'ENGINEERING', 'ELECTRICAL', 'ELECTRONIC|Q2|143/352']",Ieee
JOURNAL OF BIOENERGETICS AND BIOMEMBRANES,2.9,CELL BIOLOGY|Q3|132/205,"['JOURNAL', 'BIOENERGETICS', 'BIOMEMBRANES', 'CELL', 'BIOLOGY|Q3|132/205']",Springer
JOURNAL OF HUMAN NUTRITION AND DIETETICS,2.9,NUTRITION & DIETETICS|Q3|59/114,"['JOURNAL', 'HUMAN', 'NUTRITION', 'DIETETICS', 'NUTRITION', 'DIETETICS|Q3|59/114']",Wiley
Life Sciences in Space Research,2.9,BIOLOGY|Q2|28/109,"['Life', 'Sciences', 'Space', 'Research', 'BIOLOGY|Q2|28/109']",Elsevier
European Journal of Tourism Research,2.9,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q2|44/139","['European', 'Journal', 'Tourism', 'Research', 'HOSPITALITY', 'LEISURE', 'SPORT', 'TOURISM|Q2|44/139']",Wiley
IMMUNOGENETICS,2.9,IMMUNOLOGY|Q3|108/181,"['IMMUNOGENETICS', 'IMMUNOLOGY|Q3|108/181']",Springer
Infectious Diseases Now,2.9,INFECTIOUS DISEASES|Q2|58/132,"['Infectious', 'Diseases', 'Now', 'INFECTIOUS', 'DISEASES|Q2|58/132']",Elsevier
