Name,JIF,Category,Keywords,Publisher,Decsion Time
JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,3.2,TOXICOLOGY|Q2|42/106,"['JOURNAL', 'BIOCHEMICAL', 'MOLECULAR', 'TOXICOLOGY', 'TOXICOLOGY|Q2|42/106']",Wiley,30
JOURNAL OF FOOD SCIENCE,3.2,FOOD SCIENCE & TECHNOLOGY|Q2|68/173,"['JOURNAL', 'FOOD', 'SCIENCE', 'FOOD', 'SCIENCE', 'TECHNOLOGY|Q2|68/173']",Wiley,39
CLINICAL THERAPEUTICS,3.2,PHARMACOLOGY & PHARMACY|Q2|124/354,"['CLINICAL', 'THERAPEUTICS', 'PHARMACOLOGY', 'PHARMACY|Q2|124/354']",Elsevier,30
JOURNAL OF CRITICAL CARE,3.2,CRITICAL CARE MEDICINE|Q2|14/54,"['JOURNAL', 'CRITICAL', 'CARE', 'CRITICAL', 'CARE', 'MEDICINE|Q2|14/54']",Elsevier,21
Journal of Non-Crystalline Solids,3.2,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q2|201/438","['Journal', 'Non-Crystalline', 'Solids', 'MATERIALS', 'SCIENCE', 'MULTIDISCIPLINARY|Q2|201/438']",Elsevier,30
LUMINESCENCE,3.2,"CHEMISTRY, ANALYTICAL|Q2|36/106","['LUMINESCENCE', 'CHEMISTRY', 'ANALYTICAL|Q2|36/106']",Springer,30
Phytopathology Research,3.2,PLANT SCIENCES|Q2|68/265,"['Phytopathology', 'Research', 'PLANT', 'SCIENCES|Q2|68/265']",Springer,30
BIOESSAYS,3.2,BIOLOGY|Q1|26/109,"['BIOESSAYS', 'BIOLOGY|Q1|26/109']",Wiley,29
International Journal of Gastronomy and Food Science,3.2,FOOD SCIENCE & TECHNOLOGY|Q2|68/173,"['International', 'Journal', 'Gastronomy', 'Food', 'Science', 'FOOD', 'SCIENCE', 'TECHNOLOGY|Q2|68/173']",Elsevier,30
Life-Basel,3.2,BIOLOGY|Q1|26/109,"['Life-Basel', 'BIOLOGY|Q1|26/109']",Mdpi,16
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,3.2,NUTRITION & DIETETICS|Q2|50/114,"['JOURNAL', 'PARENTERAL', 'ENTERAL', 'NUTRITION', 'NUTRITION', 'DIETETICS|Q2|50/114']",American Society For Parenteral And Enteral Nutrition,21
Cardio-Oncology,3.2,ONCOLOGY|Q2|129/322,"['Cardio-Oncology', 'ONCOLOGY|Q2|129/322']",Elsevier,30
Frontiers in Virtual Reality,3.2,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q2|36/131","['Frontiers', 'Virtual', 'Reality', 'COMPUTER', 'SCIENCE', 'SOFTWARE', 'ENGINEERING|Q2|36/131']",Frontiers Media Sa,56
Journal of Fashion Marketing and Management,3.2,MANAGEMENT|Q2|167/401,"['Journal', 'Fashion', 'Marketing', 'Management', 'MANAGEMENT|Q2|167/401']",Taylor & Francis,45
JOURNAL OF REGIONAL SCIENCE,3.2,REGIONAL & URBAN PLANNING|Q2|14/54,"['JOURNAL', 'REGIONAL', 'SCIENCE', 'REGIONAL', 'URBAN', 'PLANNING|Q2|14/54']",Wiley,30
Wiley Interdisciplinary Reviews-Cognitive Science,3.2,"PSYCHOLOGY, EXPERIMENTAL|Q1|14/99","['Wiley', 'Interdisciplinary', 'Reviews-Cognitive', 'Science', 'PSYCHOLOGY', 'EXPERIMENTAL|Q1|14/99']",Wiley,65
Best Practice & Research Clinical Gastroenterology,3.2,GASTROENTEROLOGY & HEPATOLOGY|Q2|49/143,"['Best', 'Practice', 'Research', 'Clinical', 'Gastroenterology', 'GASTROENTEROLOGY', 'HEPATOLOGY|Q2|49/143']",Elsevier,30
Future Medicinal Chemistry,3.2,"CHEMISTRY, MEDICINAL|Q3|39/72","['Future', 'Medicinal', 'Chemistry', 'CHEMISTRY', 'MEDICINAL|Q3|39/72']",Bentham Science Publishers,30
PHYSICAL REVIEW B,3.2,"PHYSICS, CONDENSED MATTER|Q2|31/79","['PHYSICAL', 'REVIEW', 'B', 'PHYSICS', 'CONDENSED', 'MATTER|Q2|31/79']",American Physical Society,50
PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,3.2,BIOPHYSICS|Q2|21/77,"['PROTEINS-STRUCTURE', 'FUNCTION', 'BIOINFORMATICS', 'BIOPHYSICS|Q2|21/77']",Wiley,30
CLINICAL AND EXPERIMENTAL MEDICINE,3.2,"MEDICINE, RESEARCH & EXPERIMENTAL|Q2|81/189","['CLINICAL', 'EXPERIMENTAL', 'MEDICINE', 'MEDICINE', 'RESEARCH', 'EXPERIMENTAL|Q2|81/189']",Wiley,30
CLINICAL ONCOLOGY,3.2,ONCOLOGY|Q2|129/322,"['CLINICAL', 'ONCOLOGY', 'ONCOLOGY|Q2|129/322']",Elsevier,14
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,3.2,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|Q2|84/197","['INTERNATIONAL', 'JOURNAL', 'APPROXIMATE', 'REASONING', 'COMPUTER', 'SCIENCE', 'ARTIFICIAL', 'INTELLIGENCE|Q2|84/197']",Elsevier,58
JOURNAL OF APPLIED MICROBIOLOGY,3.2,MICROBIOLOGY|Q2|77/161,"['JOURNAL', 'APPLIED', 'MICROBIOLOGY', 'MICROBIOLOGY|Q2|77/161']",Wiley,45
E-POLYMERS,3.2,POLYMER SCIENCE|Q2|37/94,"['E-POLYMERS', 'POLYMER', 'SCIENCE|Q2|37/94']",Mdpi,30
MOLECULAR AND CELLULAR BIOLOGY,3.2,CELL BIOLOGY|Q3|123/205,"['MOLECULAR', 'CELLULAR', 'BIOLOGY', 'CELL', 'BIOLOGY|Q3|123/205']",American Society For Microbiology,35
National Accounting Review,3.2,ECONOMICS|Q1|108/597,"['National', 'Accounting', 'Review', 'ECONOMICS|Q1|108/597']",Emerald,30
CIRP ANNALS-MANUFACTURING TECHNOLOGY,3.2,"ENGINEERING, MANUFACTURING|Q2|27/68","['CIRP', 'ANNALS-MANUFACTURING', 'TECHNOLOGY', 'ENGINEERING', 'MANUFACTURING|Q2|27/68']",Elsevier,42
Indian Journal of Dermatology Venereology & Leprology,3.2,DERMATOLOGY|Q2|25/94,"['Indian', 'Journal', 'Dermatology', 'Venereology', 'Leprology', 'DERMATOLOGY|Q2|25/94']",Wolters Kluwer Medknow Publications,30
MOLECULAR IMMUNOLOGY,3.2,IMMUNOLOGY|Q3|99/181,"['MOLECULAR', 'IMMUNOLOGY', 'IMMUNOLOGY|Q3|99/181']",Elsevier,38
Current Pain and Headache Reports,3.2,CLINICAL NEUROLOGY|Q2|80/277,"['Current', 'Pain', 'Headache', 'Reports', 'CLINICAL', 'NEUROLOGY|Q2|80/277']",Springer,21
ANNALS OF NUTRITION AND METABOLISM,3.2,NUTRITION & DIETETICS|Q2|50/114,"['ANNALS', 'NUTRITION', 'METABOLISM', 'NUTRITION', 'DIETETICS|Q2|50/114']",Elsevier,15
Galaxies,3.2,ASTRONOMY & ASTROPHYSICS|Q2|28/84,"['Galaxies', 'ASTRONOMY', 'ASTROPHYSICS|Q2|28/84']",Mdpi,35
JOURNAL OF THERMAL SPRAY TECHNOLOGY,3.2,"MATERIALS SCIENCE, COATINGS & FILMS|Q2|8/23","['JOURNAL', 'THERMAL', 'SPRAY', 'TECHNOLOGY', 'MATERIALS', 'SCIENCE', 'COATINGS', 'FILMS|Q2|8/23']",Springer,50
Biomedical Engineering Letters,3.2,"ENGINEERING, BIOMEDICAL|Q2|56/122","['Biomedical', 'Engineering', 'Letters', 'ENGINEERING', 'BIOMEDICAL|Q2|56/122']",Springer,15
Forces in Mechanics,3.2,MECHANICS|Q2|46/170,"['Forces', 'Mechanics', 'MECHANICS|Q2|46/170']",Elsevier,30
NITRIC OXIDE-BIOLOGY AND CHEMISTRY,3.2,CELL BIOLOGY|Q3|123/205,"['NITRIC', 'OXIDE-BIOLOGY', 'CHEMISTRY', 'CELL', 'BIOLOGY|Q3|123/205']",Elsevier,30
Journal of Gastric Cancer,3.2,ONCOLOGY|Q2|129/322,"['Journal', 'Gastric', 'Cancer', 'ONCOLOGY|Q2|129/322']",Springer,14
Chemical Biology & Drug Design,3.2,"CHEMISTRY, MEDICINAL|Q3|39/72","['Chemical', 'Biology', 'Drug', 'Design', 'CHEMISTRY', 'MEDICINAL|Q3|39/72']",Wiley,30
Energy Efficiency,3.2,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY|Q3|60/91,"['Energy', 'Efficiency', 'GREEN', 'SUSTAINABLE', 'SCIENCE', 'TECHNOLOGY|Q3|60/91']",Elsevier,60
INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES,3.2,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q2|201/438","['INTERNATIONAL', 'JOURNAL', 'ADHESION', 'ADHESIVES', 'MATERIALS', 'SCIENCE', 'MULTIDISCIPLINARY|Q2|201/438']",Elsevier,45
Presse Medicale,3.2,"MEDICINE, GENERAL & INTERNAL|Q1|51/325","['Presse', 'Medicale', 'MEDICINE', 'GENERAL', 'INTERNAL|Q1|51/325']",Elsevier,28
Review of International Business and Strategy,3.2,BUSINESS|Q2|126/302,"['Review', 'International', 'Business', 'Strategy', 'BUSINESS|Q2|126/302']",Emerald,45
Biofuels Bioproducts & Biorefining-Biofpr,3.2,ENERGY & FUELS|Q3|100/170,"['Biofuels', 'Bioproducts', 'Biorefining-Biofpr', 'ENERGY', 'FUELS|Q3|100/170']",Taylor & Francis,45
POLYMER ENGINEERING AND SCIENCE,3.2,POLYMER SCIENCE|Q2|37/94,"['POLYMER', 'ENGINEERING', 'SCIENCE', 'POLYMER', 'SCIENCE|Q2|37/94']",Wiley,45
PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,3.2,BIOPHYSICS|Q2|21/77,"['PROGRESS', 'BIOPHYSICS', 'MOLECULAR', 'BIOLOGY', 'BIOPHYSICS|Q2|21/77']",Elsevier,45
BIOPOLYMERS,3.2,BIOPHYSICS|Q2|21/77,"['BIOPOLYMERS', 'BIOPHYSICS|Q2|21/77']",Wiley,30
BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,3.2,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|Q2|75/174,"['BIOTECHNOLOGY', 'APPLIED', 'BIOCHEMISTRY', 'BIOTECHNOLOGY', 'APPLIED', 'MICROBIOLOGY|Q2|75/174']",Taylor & Francis,30
JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS,3.2,"MATERIALS SCIENCE, BIOMATERIALS|Q3|33/53","['JOURNAL', 'BIOMEDICAL', 'MATERIALS', 'RESEARCH', 'PART', 'B-APPLIED', 'BIOMATERIALS', 'MATERIALS', 'SCIENCE', 'BIOMATERIALS|Q3|33/53']",Wiley,35
JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,3.2,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|Q2|75/174,"['JOURNAL', 'INDUSTRIAL', 'MICROBIOLOGY', 'BIOTECHNOLOGY', 'BIOTECHNOLOGY', 'APPLIED', 'MICROBIOLOGY|Q2|75/174']",Springer,35
INDOOR AND BUILT ENVIRONMENT,3.2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|104/403","['INDOOR', 'BUILT', 'ENVIRONMENT', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q2|104/403']",Taylor & Francis,30
INTERVIROLOGY,3.2,VIROLOGY|Q3|22/41,"['INTERVIROLOGY', 'VIROLOGY|Q3|22/41']",Karger,30
Epigenetics Insights,3.2,GENETICS & HEREDITY|Q2|68/191,"['Epigenetics', 'Insights', 'GENETICS', 'HEREDITY|Q2|68/191']",Taylor & Francis,30
Journal of International Entrepreneurship,3.2,BUSINESS|Q2|126/302,"['Journal', 'International', 'Entrepreneurship', 'BUSINESS|Q2|126/302']",Taylor & Francis,60
Energy Advances,3.2,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q2|201/438","['Energy', 'Advances', 'MATERIALS', 'SCIENCE', 'MULTIDISCIPLINARY|Q2|201/438']",Elsevier,30
IMMUNOLOGY AND CELL BIOLOGY,3.2,IMMUNOLOGY|Q3|99/181,"['IMMUNOLOGY', 'CELL', 'BIOLOGY', 'IMMUNOLOGY|Q3|99/181']",Wiley,28
Molecular Systems Design & Engineering,3.2,NANOSCIENCE & NANOTECHNOLOGY|Q3|82/140,"['Molecular', 'Systems', 'Design', 'Engineering', 'NANOSCIENCE', 'NANOTECHNOLOGY|Q3|82/140']",Royal Society Of Chemistry,45
JOURNAL OF CELLULAR PLASTICS,3.2,POLYMER SCIENCE|Q2|37/94,"['JOURNAL', 'CELLULAR', 'PLASTICS', 'POLYMER', 'SCIENCE|Q2|37/94']",Elsevier,30
Oncology and Therapy,3.2,ONCOLOGY|Q2|129/322,"['Oncology', 'Therapy', 'ONCOLOGY|Q2|129/322']",Karger,30
Advanced Biology,3.2,"MATERIALS SCIENCE, BIOMATERIALS|Q3|33/53","['Advanced', 'Biology', 'MATERIALS', 'SCIENCE', 'BIOMATERIALS|Q3|33/53']",Taylor & Francis,45
Visual Computing for Industry Biomedicine and Art,3.2,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY|Q2|15/36,"['Visual', 'Computing', 'Industry', 'Biomedicine', 'Art', 'IMAGING', 'SCIENCE', 'PHOTOGRAPHIC', 'TECHNOLOGY|Q2|15/36']",Springer,30
CELL AND TISSUE RESEARCH,3.2,CELL BIOLOGY|Q3|123/205,"['CELL', 'TISSUE', 'RESEARCH', 'CELL', 'BIOLOGY|Q3|123/205']",Springer,30
JOURNAL OF THE INDIAN CHEMICAL SOCIETY,3.2,"CHEMISTRY, MULTIDISCIPLINARY|Q2|96/230","['JOURNAL', 'INDIAN', 'CHEMICAL', 'SOCIETY', 'CHEMISTRY', 'MULTIDISCIPLINARY|Q2|96/230']",Elsevier,30
Frontiers of Architectural Research,3.1,ARCHITECTURE|N/A|N/A,"['Frontiers', 'Architectural', 'Research', 'ARCHITECTURE|N/A|N/A']",Elsevier,28
Advances in Difference Equations,3.1,"MATHEMATICS, APPLIED|Q1|17/331","['Advances', 'Difference', 'Equations', 'MATHEMATICS', 'APPLIED|Q1|17/331']",Springer,35
Crime Science,3.1,CRIMINOLOGY & PENOLOGY|Q1|8/113,"['Crime', 'Science', 'CRIMINOLOGY', 'PENOLOGY|Q1|8/113']",Springer,30
Journal of English for Academic Purposes,3.1,LINGUISTICS|Q1|19/297,"['Journal', 'English', 'Academic', 'Purposes', 'LINGUISTICS|Q1|19/297']",Elsevier,45
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,3.1,STATISTICS & PROBABILITY|Q1|15/168,"['JOURNAL', 'ROYAL', 'STATISTICAL', 'SOCIETY', 'SERIES', 'B-STATISTICAL', 'METHODOLOGY', 'STATISTICS', 'PROBABILITY|Q1|15/168']",Wiley,42
ELT Journal,3.1,LINGUISTICS|Q1|19/297,"['ELT', 'Journal', 'LINGUISTICS|Q1|19/297']",Oxford University Press,30
COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS,3.1,"MATHEMATICS, APPLIED|Q1|17/331","['COMMUNICATIONS', 'PURE', 'APPLIED', 'MATHEMATICS', 'MATHEMATICS', 'APPLIED|Q1|17/331']",Wiley,90
COMPARATIVE EDUCATION,3.1,EDUCATION & EDUCATIONAL RESEARCH|Q1|74/756,"['COMPARATIVE', 'EDUCATION', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q1|74/756']",Taylor & Francis,60
Medical Education Online,3.1,EDUCATION & EDUCATIONAL RESEARCH|Q1|74/756,"['Medical', 'Education', 'Online', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q1|74/756']",Taylor & Francis,45
Policy Design and Practice,3.1,PUBLIC ADMINISTRATION|Q1|19/91,"['Policy', 'Design', 'Practice', 'PUBLIC', 'ADMINISTRATION|Q1|19/91']",Taylor & Francis,30
International Studies Review,3.1,POLITICAL SCIENCE|Q1|45/317,"['International', 'Studies', 'Review', 'POLITICAL', 'SCIENCE|Q1|45/317']",Wiley,60
Research and Practice in Technology Enhanced Learning,3.1,EDUCATION & EDUCATIONAL RESEARCH|Q1|74/756,"['Research', 'Practice', 'Technology', 'Enhanced', 'Learning', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q1|74/756']",Springer,60
SCIENCE EDUCATION,3.1,EDUCATION & EDUCATIONAL RESEARCH|Q1|74/756,"['SCIENCE', 'EDUCATION', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q1|74/756']",Wiley,60
JOURNAL OF TEACHER EDUCATION,3.1,EDUCATION & EDUCATIONAL RESEARCH|Q1|74/756,"['JOURNAL', 'TEACHER', 'EDUCATION', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q1|74/756']",Sage Publications,30
Artificial Intelligence and Law,3.1,LAW|Q1|8/421,"['Artificial', 'Intelligence', 'Law', 'LAW|Q1|8/421']",Elsevier,30
Politics & Gender,3.1,WOMENS STUDIES|Q1|4/66,"['Politics', 'Gender', 'WOMENS', 'STUDIES|Q1|4/66']",Cambridge University Press,60
Mobile Media & Communication,3.1,COMMUNICATION|Q1|29/227,"['Mobile', 'Media', 'Communication', 'COMMUNICATION|Q1|29/227']",Sage Publications,40
BMC NURSING,3.1,NURSING|Q1|15/191,"['BMC', 'NURSING', 'NURSING|Q1|15/191']",Biomed Central,60
Journal of Happiness Studies,3.1,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q1|18/263","['Journal', 'Happiness', 'Studies', 'SOCIAL', 'SCIENCES', 'INTERDISCIPLINARY|Q1|18/263']",Springer,90
JOURNAL OF HUMAN EVOLUTION,3.1,EVOLUTIONARY BIOLOGY|Q2|17/54,"['JOURNAL', 'HUMAN', 'EVOLUTION', 'EVOLUTIONARY', 'BIOLOGY|Q2|17/54']",Elsevier,30
Innovation in Language Learning and Teaching,3.1,LINGUISTICS|Q1|19/297,"['Innovation', 'Language', 'Learning', 'Teaching', 'LINGUISTICS|Q1|19/297']",Taylor & Francis,30
EUROPEAN SOCIOLOGICAL REVIEW,3.1,SOCIOLOGY|Q1|24/217,"['EUROPEAN', 'SOCIOLOGICAL', 'REVIEW', 'SOCIOLOGY|Q1|24/217']",Oxford University Press,30
International Journal of Nursing Studies Advances,3.1,NURSING|Q1|15/191,"['International', 'Journal', 'Nursing', 'Studies', 'Advances', 'NURSING|Q1|15/191']",Elsevier,30
EDUCATIONAL REVIEW,3.1,EDUCATION & EDUCATIONAL RESEARCH|Q1|74/756,"['EDUCATIONAL', 'REVIEW', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q1|74/756']",Taylor & Francis,30
JOURNAL OF THE AMERICAN DENTAL ASSOCIATION,3.1,"DENTISTRY, ORAL SURGERY & MEDICINE|Q1|23/157","['JOURNAL', 'AMERICAN', 'DENTAL', 'ASSOCIATION', 'DENTISTRY', 'ORAL', 'SURGERY', 'MEDICINE|Q1|23/157']",American Dental Association,30
European Journal of Futures Research,3.1,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q1|18/263","['European', 'Journal', 'Futures', 'Research', 'SOCIAL', 'SCIENCES', 'INTERDISCIPLINARY|Q1|18/263']",Taylor & Francis,30
JOURNAL OF FINANCIAL INTERMEDIATION,3.1,"BUSINESS, FINANCE|Q2|58/231","['JOURNAL', 'FINANCIAL', 'INTERMEDIATION', 'BUSINESS', 'FINANCE|Q2|58/231']",Elsevier,30
Journal of Mass Spectrometry and Advances in the Clinical Lab,3.1,MEDICAL LABORATORY TECHNOLOGY|Q2|10/30,"['Journal', 'Mass', 'Spectrometry', 'Advances', 'Clinical', 'Lab', 'MEDICAL', 'LABORATORY', 'TECHNOLOGY|Q2|10/30']",Hindawi,21
Brazilian Journal of Physical Therapy,3.1,REHABILITATION|Q1|13/169,"['Brazilian', 'Journal', 'Physical', 'Therapy', 'REHABILITATION|Q1|13/169']",Elsevier,30
Clinical Oral Investigations,3.1,"DENTISTRY, ORAL SURGERY & MEDICINE|Q1|23/157","['Clinical', 'Oral', 'Investigations', 'DENTISTRY', 'ORAL', 'SURGERY', 'MEDICINE|Q1|23/157']",Springer,45
DEVELOPMENT AND PSYCHOPATHOLOGY,3.1,"PSYCHOLOGY, DEVELOPMENTAL|Q2|23/91","['DEVELOPMENT', 'PSYCHOPATHOLOGY', 'PSYCHOLOGY', 'DEVELOPMENTAL|Q2|23/91']",Cambridge University Press,30
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,3.1,"PSYCHOLOGY, EDUCATIONAL|Q1|18/74","['BRITISH', 'JOURNAL', 'EDUCATIONAL', 'PSYCHOLOGY', 'PSYCHOLOGY', 'EDUCATIONAL|Q1|18/74']",Wiley,30
Collabra-Psychology,3.1,"PSYCHOLOGY, MULTIDISCIPLINARY|Q1|42/218","['Collabra-Psychology', 'PSYCHOLOGY', 'MULTIDISCIPLINARY|Q1|42/218']",University Of California Press,45
PEDIATRIC RESEARCH,3.1,PEDIATRICS|Q1|25/186,"['PEDIATRIC', 'RESEARCH', 'PEDIATRICS|Q1|25/186']",Nature Publishing Group,30
ACTA ASTRONAUTICA,3.1,"ENGINEERING, AEROSPACE|Q1|9/52","['ACTA', 'ASTRONAUTICA', 'ENGINEERING', 'AEROSPACE|Q1|9/52']",Elsevier,45
Physiotherapy,3.1,REHABILITATION|Q1|13/169,"['Physiotherapy', 'REHABILITATION|Q1|13/169']",Elsevier,30
JOURNAL OF HEALTH COMMUNICATION,3.1,INFORMATION SCIENCE & LIBRARY SCIENCE|Q1|33/160,"['JOURNAL', 'HEALTH', 'COMMUNICATION', 'INFORMATION', 'SCIENCE', 'LIBRARY', 'SCIENCE|Q1|33/160']",Taylor & Francis,45
Journal of Psychopathology and Clinical Science,3.1,"PSYCHOLOGY, CLINICAL|Q1|36/180","['Journal', 'Psychopathology', 'Clinical', 'Science', 'PSYCHOLOGY', 'CLINICAL|Q1|36/180']",American Psychological Association,45
PUBLIC PERSONNEL MANAGEMENT,3.1,PUBLIC ADMINISTRATION|Q1|19/91,"['PUBLIC', 'PERSONNEL', 'MANAGEMENT', 'PUBLIC', 'ADMINISTRATION|Q1|19/91']",Routledge,60
JCMS-Journal of Common Market Studies,3.1,POLITICAL SCIENCE|Q1|45/317,"['JCMS-Journal', 'Common', 'Market', 'Studies', 'POLITICAL', 'SCIENCE|Q1|45/317']",Wiley,60
Journal of Communication Management,3.1,COMMUNICATION|Q1|29/227,"['Journal', 'Communication', 'Management', 'COMMUNICATION|Q1|29/227']",Emerald,45
Sociology Compass,3.1,SOCIOLOGY|Q1|24/217,"['Sociology', 'Compass', 'SOCIOLOGY|Q1|24/217']",Wiley,30
Scandinavian Journal of Hospitality and Tourism,3.1,SOCIOLOGY|Q1|24/217,"['Scandinavian', 'Journal', 'Hospitality', 'Tourism', 'SOCIOLOGY|Q1|24/217']",Taylor & Francis,45
INTERNATIONAL JOURNAL OF MODELLING AND SIMULATION,3.1,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q1|21/135","['INTERNATIONAL', 'JOURNAL', 'MODELLING', 'SIMULATION', 'MATHEMATICS', 'INTERDISCIPLINARY', 'APPLICATIONS|Q1|21/135']",Elsevier,60
Journal of Tourism and Services,3.1,"HOSPITALITY, LEISURE, SPORT & TOURISM|Q2|37/139","['Journal', 'Tourism', 'Services', 'HOSPITALITY', 'LEISURE', 'SPORT', 'TOURISM|Q2|37/139']",Elsevier,30
COMMUNICATION MONOGRAPHS,3.1,COMMUNICATION|Q1|29/227,"['COMMUNICATION', 'MONOGRAPHS', 'COMMUNICATION|Q1|29/227']",Taylor & Francis,30
DEVELOPMENTAL PSYCHOLOGY,3.1,"PSYCHOLOGY, DEVELOPMENTAL|Q2|23/91","['DEVELOPMENTAL', 'PSYCHOLOGY', 'PSYCHOLOGY', 'DEVELOPMENTAL|Q2|23/91']",American Psychological Association,47
Advances in Developing Human Resources,3.1,INDUSTRIAL RELATIONS & LABOR|Q1|10/49,"['Advances', 'Developing', 'Human', 'Resources', 'INDUSTRIAL', 'RELATIONS', 'LABOR|Q1|10/49']",Sage Publications,60
International Journal of Implant Dentistry,3.1,"DENTISTRY, ORAL SURGERY & MEDICINE|Q1|23/157","['International', 'Journal', 'Implant', 'Dentistry', 'DENTISTRY', 'ORAL', 'SURGERY', 'MEDICINE|Q1|23/157']",Taylor & Francis,30
International Journal of Business Communication,3.1,COMMUNICATION|Q1|29/227,"['International', 'Journal', 'Business', 'Communication', 'COMMUNICATION|Q1|29/227']",Sage Publications,45
WOOD SCIENCE AND TECHNOLOGY,3.1,"MATERIALS SCIENCE, PAPER & WOOD|Q1|3/23","['WOOD', 'SCIENCE', 'TECHNOLOGY', 'MATERIALS', 'SCIENCE', 'PAPER', 'WOOD|Q1|3/23']",Springer,39
ICES JOURNAL OF MARINE SCIENCE,3.1,OCEANOGRAPHY|Q1|13/65,"['ICES', 'JOURNAL', 'MARINE', 'SCIENCE', 'OCEANOGRAPHY|Q1|13/65']",Oxford University Press,35
JOURNAL OF ORAL REHABILITATION,3.1,"DENTISTRY, ORAL SURGERY & MEDICINE|Q1|23/157","['JOURNAL', 'ORAL', 'REHABILITATION', 'DENTISTRY', 'ORAL', 'SURGERY', 'MEDICINE|Q1|23/157']",Wiley,21
American Journal of Health Economics,3.1,HEALTH POLICY & SERVICES|Q1|26/118,"['American', 'Journal', 'Health', 'Economics', 'HEALTH', 'POLICY', 'SERVICES|Q1|26/118']",Wiley,45
DEVELOPMENTAL SCIENCE,3.1,"PSYCHOLOGY, EXPERIMENTAL|Q1|17/99","['DEVELOPMENTAL', 'SCIENCE', 'PSYCHOLOGY', 'EXPERIMENTAL|Q1|17/99']",Wiley,45
European Journal of Emergency Medicine,3.1,EMERGENCY MEDICINE|Q1|7/54,"['European', 'Journal', 'Emergency', 'Medicine', 'EMERGENCY', 'MEDICINE|Q1|7/54']",Taylor & Francis,30
JOURNAL OF RURAL HEALTH,3.1,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|111/403","['JOURNAL', 'RURAL', 'HEALTH', 'PUBLIC', 'ENVIRONMENTAL', 'OCCUPATIONAL', 'HEALTH|Q2|111/403']",Wiley,30
Archives of Osteoporosis,3.1,ORTHOPEDICS|Q1|19/136,"['Archives', 'Osteoporosis', 'ORTHOPEDICS|Q1|19/136']",Springer,30
HEALTH PSYCHOLOGY,3.1,"PSYCHOLOGY, CLINICAL|Q1|36/180","['HEALTH', 'PSYCHOLOGY', 'PSYCHOLOGY', 'CLINICAL|Q1|36/180']",American Psychological Association,30
OPTICS LETTERS,3.1,OPTICS|Q2|37/119,"['OPTICS', 'LETTERS', 'OPTICS|Q2|37/119']",Optica Publishing Group,43
PSYCHOLOGY OF SPORT AND EXERCISE,3.1,SPORT SCIENCES|Q1|21/127,"['PSYCHOLOGY', 'SPORT', 'EXERCISE', 'SPORT', 'SCIENCES|Q1|21/127']",Elsevier,45
EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,3.1,SURGERY|Q1|46/290,"['EUROPEAN', 'JOURNAL', 'CARDIO-THORACIC', 'SURGERY', 'SURGERY|Q1|46/290']",Oxford University Press,14
Geography Compass,3.1,GEOGRAPHY|Q1|23/171,"['Geography', 'Compass', 'GEOGRAPHY|Q1|23/171']",Wiley,35
